match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T204307,RCB Vs KKR,KKR,AndreRussell,3,0,9,3,3,10,0,0,0,0
T204307,RCB Vs KKR,RCB,MohammedSiraj,2,0,12,0,6,8,2,0,1,0
T204307,RCB Vs KKR,RCB,KyleJamieson,2,0,26,0,13,4,3,1,2,1
T204307,RCB Vs KKR,RCB,WaninduHasaranga,2,0,20,0,10,4,2,1,0,0
T204307,RCB Vs KKR,RCB,YuzvendraChahal,2,0,23,1,11.5,5,5,0,0,0
T204307,RCB Vs KKR,RCB,HarshalPatel,2,0,13,0,6.5,3,1,0,1,0
T201256,CSK Vs MI,MI,TrentBoult,4,1,35,2,8.75,13,3,3,0,0
T201256,CSK Vs MI,MI,AdamMilne,4,0,21,2,5.25,14,2,1,0,0
T201256,CSK Vs MI,MI,JaspritBumrah,4,0,33,2,8.25,11,1,2,2,0
T201256,CSK Vs MI,MI,KieronPollard,2,0,15,0,7.5,4,2,0,1,0
T201256,CSK Vs MI,MI,RahulChahar,4,0,22,0,5.5,10,1,0,0,0
T201256,CSK Vs MI,MI,KrunalPandya,2,0,27,0,13.5,2,2,1,2,0
T201256,CSK Vs MI,CSK,DeepakChahar,4,0,19,2,4.75,13,2,0,0,0
T201256,CSK Vs MI,CSK,JoshHazlewood,4,0,34,1,8.5,8,4,1,0,0
T201256,CSK Vs MI,CSK,ShardulThakur,4,0,29,1,7.25,9,2,1,2,0
T201256,CSK Vs MI,CSK,MoeenAli,3,0,16,0,5.33,4,0,0,0,0
T201256,CSK Vs MI,CSK,DwayneBravo,4,0,25,3,6.25,11,3,0,2,0
T201256,CSK Vs MI,CSK,RavindraJadeja,1,0,13,0,13,1,1,1,0,0
T208407,PK Vs DC,DC,IshantSharma,4,1,37,0,9.25,9,2,3,0,0
T208407,PK Vs DC,DC,MarcusStoinis,1,0,6,0,6,0,0,0,0,0
T208407,PK Vs DC,DC,KagisoRabada,4,0,36,3,9,6,0,3,0,0
T208407,PK Vs DC,DC,AveshKhan,4,0,39,1,9.75,8,5,1,2,0
T208407,PK Vs DC,DC,LalitYadav,3,0,25,0,8.33,2,2,0,0,0
T208407,PK Vs DC,DC,AxarPatel,4,0,21,1,5.25,11,2,0,0,0
T208407,PK Vs DC,PK,RileyMeredith,3.4,0,35,1,9.54,7,2,2,3,0
T208407,PK Vs DC,PK,MohammedShami,3,0,37,0,12.33,6,5,2,0,0
T208407,PK Vs DC,PK,RaviBishnoi,4,0,42,0,10.5,7,3,3,0,0
T208407,PK Vs DC,PK,ChrisJordan,2,0,21,1,10.5,4,2,1,0,0
T208407,PK Vs DC,PK,HarpreetBrar,3,0,19,1,6.33,4,0,0,0,0
T208407,PK Vs DC,PK,DeepakHooda,2,0,11,0,5.5,3,0,0,0,0
T209103,RR Vs SRH,SRH,BhuvneshwarKumar,4,0,37,0,9.25,7,4,1,1,0
T209103,RR Vs SRH,SRH,SandeepSharma,4,0,50,1,12.5,7,2,4,2,1
T209103,RR Vs SRH,SRH,RashidKhan,4,0,24,1,6,10,3,0,0,0
T209103,RR Vs SRH,SRH,KhaleelAhmed,4,0,41,0,10.25,8,4,2,0,0
T209103,RR Vs SRH,SRH,VijayShankar,3,0,42,1,14,4,2,3,4,0
T209103,RR Vs SRH,SRH,MohammadNabi,1,0,21,0,21,1,2,2,0,0
T209103,RR Vs SRH,RR,KartikTyagi,4,0,32,1,8,13,3,2,1,0
T209103,RR Vs SRH,RR,MustafizurRahman,4,0,20,3,5,12,2,0,2,0
T209103,RR Vs SRH,RR,ChetanSakariya,4,0,38,0,9.5,7,3,2,1,0
T209103,RR Vs SRH,RR,ChrisMorris,4,0,29,3,7.25,8,3,0,3,0
T209103,RR Vs SRH,RR,RahulTewatia,4,0,45,1,11.25,2,2,3,0,0
T203694,CSK Vs MI,MI,TrentBoult,4,0,42,1,10.5,10,4,3,1,0
T203694,CSK Vs MI,MI,DhawalKulkarni,4,0,48,0,12,7,3,4,2,0
T203694,CSK Vs MI,MI,JaspritBumrah,4,0,56,1,14,5,4,4,2,1
T203694,CSK Vs MI,MI,RahulChahar,4,0,32,0,8,8,0,3,1,0
T203694,CSK Vs MI,MI,JamesNeesham,2,0,26,0,13,3,2,2,0,0
T203694,CSK Vs MI,MI,KieronPollard,2,0,12,2,6,4,1,0,1,0
T203694,CSK Vs MI,CSK,DeepakChahar,4,0,37,0,9.25,8,4,1,2,0
T203694,CSK Vs MI,CSK,SamCurran,4,0,34,3,8.5,11,3,2,1,0
T203694,CSK Vs MI,CSK,LungiNgidi,4,0,62,0,15.5,3,5,5,0,0
T203694,CSK Vs MI,CSK,ShardulThakur,4,0,56,1,14,4,4,3,5,0
T203694,CSK Vs MI,CSK,RavindraJadeja,3,0,29,1,9.66,5,0,3,0,0
T203694,CSK Vs MI,CSK,MoeenAli,1,0,1,1,1,5,0,0,0,0
T208245,PK Vs RCB,RCB,DanielSams,4,0,24,1,6,11,1,1,2,0
T208245,PK Vs RCB,RCB,MohammedSiraj,3,0,24,0,8,7,2,1,1,0
T208245,PK Vs RCB,RCB,KyleJamieson,3,0,32,2,10.66,7,5,1,1,0
T208245,PK Vs RCB,RCB,YuzvendraChahal,4,0,34,1,8.5,9,1,3,0,0
T208245,PK Vs RCB,RCB,HarshalPatel,4,0,53,0,13.25,5,6,3,0,0
T208245,PK Vs RCB,RCB,ShahbazAhmed,2,0,11,1,5.5,2,0,0,0,0
T208245,PK Vs RCB,PK,RileyMeredith,3.2,0,29,1,8.7,7,2,2,0,0
T208245,PK Vs RCB,PK,MohammedShami,3.4,0,28,1,7.63,9,3,1,0,0
T208245,PK Vs RCB,PK,RaviBishnoi,4,0,17,2,4.25,10,0,0,1,0
T208245,PK Vs RCB,PK,HarpreetBrar,4,1,19,3,4.75,15,1,1,0,0
T208245,PK Vs RCB,PK,ChrisJordan,4,0,31,1,7.75,9,3,1,1,0
T208245,PK Vs RCB,PK,DeepakHooda,1,0,13,0,13,1,1,1,0,0
T201595,KKR Vs DC,DC,IshantSharma,4,0,34,0,8.5,6,3,1,0,0
T201595,KKR Vs DC,DC,KagisoRabada,4,0,31,0,7.75,10,2,2,1,0
T201595,KKR Vs DC,DC,AxarPatel,4,0,32,2,8,11,1,3,0,0
T201595,KKR Vs DC,DC,AveshKhan,4,0,31,1,7.75,8,3,1,0,0
T201595,KKR Vs DC,DC,LalitYadav,3,0,13,2,4.33,6,0,0,0,0
T201595,KKR Vs DC,DC,MarcusStoinis,1,0,7,1,7,3,1,0,0,0
T201595,KKR Vs DC,KKR,ShivamMavi,1,0,25,0,25,0,6,0,1,0
T201595,KKR Vs DC,KKR,VarunChakravarthy,4,0,34,0,8.5,5,2,1,2,0
T201595,KKR Vs DC,KKR,PrasidhKrishna,3.3,0,36,0,10.28,10,5,1,0,1
T201595,KKR Vs DC,KKR,SunilNarine,4,0,36,0,9,6,2,2,1,0
T201595,KKR Vs DC,KKR,PatCummins,4,0,24,3,6,15,3,1,0,0
T209461,RR Vs MI,MI,TrentBoult,4,0,37,1,9.25,7,4,1,0,0
T209461,RR Vs MI,MI,JaspritBumrah,4,0,15,1,3.75,12,1,0,0,0
T209461,RR Vs MI,MI,JayantYadav,3,0,37,0,12.33,3,1,3,3,0
T209461,RR Vs MI,MI,NathanCoulter-Nile,4,0,35,0,8.75,8,4,1,0,1
T209461,RR Vs MI,MI,RahulChahar,4,0,33,2,8.25,7,2,2,0,0
T209461,RR Vs MI,MI,KrunalPandya,1,0,12,0,12,0,2,0,0,0
T209461,RR Vs MI,RR,ChetanSakariya,3,0,18,0,6,6,1,0,0,0
T209461,RR Vs MI,RR,JaydevUnadkat,4,0,33,0,8.25,7,3,1,0,0
T209461,RR Vs MI,RR,MustafizurRahman,3.3,0,37,1,10.57,6,4,2,0,0
T209461,RR Vs MI,RR,ChrisMorris,4,0,33,2,8.25,9,2,2,0,0
T209461,RR Vs MI,RR,RahulTewatia,3,0,30,0,10,4,3,1,1,0
T209461,RR Vs MI,RR,ShivamDube,1,0,6,0,6,3,0,0,1,0
T205094,SRH Vs CSK,CSK,DeepakChahar,3,0,21,0,7,7,3,0,1,0
T205094,SRH Vs CSK,CSK,SamCurran,4,0,30,1,7.5,9,2,1,1,0
T205094,SRH Vs CSK,CSK,ShardulThakur,4,0,44,0,11,4,5,1,1,0
T205094,SRH Vs CSK,CSK,MoeenAli,2,0,16,0,8,3,0,1,0,0
T205094,SRH Vs CSK,CSK,LungiNgidi,4,0,35,2,8.75,7,3,1,2,0
T205094,SRH Vs CSK,CSK,RavindraJadeja,3,0,23,0,7.66,6,1,1,1,0
T205094,SRH Vs CSK,SRH,SandeepSharma,3.3,0,24,0,6.85,8,3,0,1,0
T205094,SRH Vs CSK,SRH,KhaleelAhmed,4,0,36,0,9,7,5,0,1,0
T205094,SRH Vs CSK,SRH,SiddarthKaul,4,0,32,0,8,8,4,0,0,0
T205094,SRH Vs CSK,SRH,JagadeeshaSuchith,3,0,45,0,15,2,7,1,0,0
T205094,SRH Vs CSK,SRH,RashidKhan,4,0,36,3,9,7,6,0,1,0
T208915,RCB Vs DC,DC,IshantSharma,4,1,26,1,6.5,11,2,1,0,0
T208915,RCB Vs DC,DC,KagisoRabada,4,0,38,1,9.5,6,4,1,0,0
T208915,RCB Vs DC,DC,AveshKhan,4,0,24,1,6,11,3,0,1,0
T208915,RCB Vs DC,DC,AmitMishra,3,0,27,1,9,2,0,2,0,0
T208915,RCB Vs DC,DC,AxarPatel,4,0,33,1,8.25,5,0,2,0,0
T208915,RCB Vs DC,DC,MarcusStoinis,1,0,23,0,23,1,0,3,1,0
T208915,RCB Vs DC,RCB,DanielSams,2,0,15,0,7.5,4,2,0,0,0
T208915,RCB Vs DC,RCB,MohammedSiraj,4,0,44,1,11,5,6,1,0,0
T208915,RCB Vs DC,RCB,KyleJamieson,4,0,32,1,8,11,1,3,0,0
T208915,RCB Vs DC,RCB,WashingtonSundar,4,0,28,0,7,5,2,0,0,0
T208915,RCB Vs DC,RCB,HarshalPatel,4,0,37,2,9.25,5,4,0,2,0
T208915,RCB Vs DC,RCB,YuzvendraChahal,2,0,10,0,5,5,1,0,0,0
T209997,PK Vs KKR,KKR,ShivamMavi,4,0,13,1,3.25,15,1,0,1,0
T209997,PK Vs KKR,KKR,PatCummins,3,0,31,2,10.33,9,2,3,1,0
T209997,PK Vs KKR,KKR,SunilNarine,4,0,22,2,5.5,10,1,1,0,0
T209997,PK Vs KKR,KKR,PrasidhKrishna,4,0,30,3,7.5,12,0,3,2,0
T209997,PK Vs KKR,KKR,AndreRussell,1,0,2,0,2,4,0,0,0,0
T209997,PK Vs KKR,KKR,VarunChakravarthy,4,0,24,1,6,10,1,1,0,0
T209997,PK Vs KKR,PK,MoisesHenriques,1,0,5,1,5,4,1,0,0,0
T209997,PK Vs KKR,PK,MohammedShami,4,0,25,1,6.25,17,4,1,1,0
T209997,PK Vs KKR,PK,ArshdeepSingh,2.4,0,27,1,10.12,5,5,0,0,0
T209997,PK Vs KKR,PK,RaviBishnoi,4,0,19,0,4.75,9,1,0,0,0
T209997,PK Vs KKR,PK,ChrisJordan,3,0,24,0,8,8,4,0,0,0
T209997,PK Vs KKR,PK,DeepakHooda,2,0,20,1,10,3,2,1,0,0
T202915,CSK Vs RCB,RCB,MohammedSiraj,4,0,32,0,8,9,3,1,0,0
T202915,CSK Vs RCB,RCB,KyleJamieson,3,0,31,0,10.33,5,4,1,1,0
T202915,CSK Vs RCB,RCB,YuzvendraChahal,3,0,24,1,8,8,1,2,0,0
T202915,CSK Vs RCB,RCB,NavdeepSaini,2,0,27,0,13.5,1,3,1,0,1
T202915,CSK Vs RCB,RCB,HarshalPatel,4,0,51,3,12.75,9,2,5,1,1
T202915,CSK Vs RCB,RCB,DanChristian,2,0,12,0,6,5,1,0,1,0
T202915,CSK Vs RCB,RCB,WashingtonSundar,2,0,13,0,6.5,7,1,1,0,0
T202915,CSK Vs RCB,CSK,DeepakChahar,2,0,25,0,12.5,4,5,0,2,0
T202915,CSK Vs RCB,CSK,SamCurran,4,0,35,1,8.75,9,2,2,1,0
T202915,CSK Vs RCB,CSK,ShardulThakur,4,0,11,1,2.75,17,1,0,0,0
T202915,CSK Vs RCB,CSK,RavindraJadeja,4,1,13,3,3.25,15,1,0,0,0
T202915,CSK Vs RCB,CSK,ImranTahir,4,0,16,2,4,14,1,0,2,0
T202915,CSK Vs RCB,CSK,DwayneBravo,2,0,19,0,9.5,4,0,2,0,0
T205585,KKR Vs RR,RR,JaydevUnadkat,4,0,25,1,6.25,11,2,1,0,0
T205585,KKR Vs RR,RR,ChetanSakariya,4,0,31,1,7.75,8,3,0,4,1
T205585,KKR Vs RR,RR,MustafizurRahman,4,0,22,1,5.5,13,3,0,0,0
T205585,KKR Vs RR,RR,ChrisMorris,4,0,23,4,5.75,18,0,3,1,0
T205585,KKR Vs RR,RR,RahulTewatia,3,0,24,0,8,4,1,1,0,0
T205585,KKR Vs RR,RR,ShivamDube,1,0,5,0,5,2,0,0,0,0
T205585,KKR Vs RR,KKR,ShivamMavi,4,0,19,1,4.75,17,3,0,3,0
T205585,KKR Vs RR,KKR,PatCummins,3.5,0,36,0,9.39,4,3,1,1,0
T205585,KKR Vs RR,KKR,VarunChakravarthy,4,0,32,2,8,8,5,0,0,0
T205585,KKR Vs RR,KKR,SunilNarine,4,0,20,0,5,11,0,1,0,1
T205585,KKR Vs RR,KKR,PrasidhKrishna,3,0,20,1,6.66,8,2,0,2,0
T204808,MI Vs PK,PK,MoisesHenriques,3,0,12,0,4,9,1,0,0,0
T204808,MI Vs PK,PK,DeepakHooda,3,0,15,1,5,9,0,1,0,0
T204808,MI Vs PK,PK,MohammedShami,4,0,21,2,5.25,7,1,0,0,0
T204808,MI Vs PK,PK,RaviBishnoi,4,0,21,2,5.25,10,2,0,0,0
T204808,MI Vs PK,PK,FabianAllen,3,0,30,0,10,2,3,1,0,0
T204808,MI Vs PK,PK,ArshdeepSingh,3,0,28,1,9.33,7,1,2,2,0
T204808,MI Vs PK,MI,TrentBoult,2.4,0,30,0,11.25,7,3,2,0,1
T204808,MI Vs PK,MI,KrunalPandya,3,0,31,0,10.33,7,4,1,3,0
T204808,MI Vs PK,MI,JaspritBumrah,3,0,21,0,7,9,2,1,0,0
T204808,MI Vs PK,MI,RahulChahar,4,0,19,1,4.75,8,1,0,0,0
T204808,MI Vs PK,MI,JayantYadav,4,0,20,0,5,16,2,1,0,0
T204808,MI Vs PK,MI,KieronPollard,1,0,11,0,11,1,0,1,0,0
T201545,RR Vs RCB,RCB,MohammedSiraj,4,0,27,3,6.75,16,4,1,1,0
T201545,RR Vs RCB,RCB,KyleJamieson,4,0,28,1,7,11,2,1,2,0
T201545,RR Vs RCB,RCB,KaneRichardson,3,0,29,1,9.66,5,5,0,1,0
T201545,RR Vs RCB,RCB,YuzvendraChahal,2,0,18,0,9,5,0,2,1,0
T201545,RR Vs RCB,RCB,WashingtonSundar,3,0,23,1,7.66,4,1,1,0,0
T201545,RR Vs RCB,RCB,HarshalPatel,4,0,47,3,11.75,8,6,2,3,0
T201545,RR Vs RCB,RR,ShreyasGopal,3,0,35,0,11.66,6,4,2,0,0
T201545,RR Vs RCB,RR,ChetanSakariya,4,0,35,0,8.75,7,4,1,1,0
T201545,RR Vs RCB,RR,ChrisMorris,3,0,38,0,12.66,2,5,1,0,0
T201545,RR Vs RCB,RR,MustafizurRahman,3.3,0,34,0,9.71,8,2,2,1,0
T201545,RR Vs RCB,RR,RahulTewatia,2,0,23,0,11.5,2,1,2,0,0
T201545,RR Vs RCB,RR,RiyanParag,1,0,14,0,14,0,1,1,0,0
T202233,CSK Vs KKR,KKR,VarunChakravarthy,4,0,27,1,6.75,8,2,1,0,0
T202233,CSK Vs KKR,KKR,PatCummins,4,0,58,0,14.5,5,4,4,3,0
T202233,CSK Vs KKR,KKR,SunilNarine,4,0,34,1,8.5,10,4,1,0,1
T202233,CSK Vs KKR,KKR,PrasidhKrishna,4,0,49,0,12.25,10,4,3,1,2
T202233,CSK Vs KKR,KKR,AndreRussell,2,0,27,1,13.5,4,4,1,2,0
T202233,CSK Vs KKR,KKR,KamleshNagarkoti,2,0,25,0,12.5,2,1,2,0,0
T202233,CSK Vs KKR,CSK,DeepakChahar,4,0,29,4,7.25,14,3,2,0,0
T202233,CSK Vs KKR,CSK,SamCurran,4,0,58,1,14.5,10,4,6,1,0
T202233,CSK Vs KKR,CSK,LungiNgidi,4,0,28,3,7,15,2,2,1,0
T202233,CSK Vs KKR,CSK,RavindraJadeja,4,0,33,0,8.25,7,3,1,0,1
T202233,CSK Vs KKR,CSK,ShardulThakur,3.1,0,48,0,15.15,5,4,3,5,0
T204912,PK Vs SRH,SRH,AbhishekSharma,4,0,24,2,6,10,0,1,1,0
T204912,PK Vs SRH,SRH,BhuvneshwarKumar,3,0,16,1,5.33,7,1,0,0,0
T204912,PK Vs SRH,SRH,KhaleelAhmed,4,0,21,3,5.25,9,2,0,0,0
T204912,PK Vs SRH,SRH,SiddarthKaul,3.4,0,27,1,7.36,8,2,1,0,1
T204912,PK Vs SRH,SRH,VijayShankar,1,0,6,0,6,3,1,0,0,0
T204912,PK Vs SRH,PK,MohammedShami,2,0,16,0,8,5,3,0,0,0
T204912,PK Vs SRH,PK,FabianAllen,4,1,22,1,5.5,13,1,1,1,0
T204912,PK Vs SRH,PK,ArshdeepSingh,3.4,0,31,0,8.45,5,1,1,2,0
T204912,PK Vs SRH,PK,MoisesHenriques,1,0,7,0,7,4,0,1,0,0
T204912,PK Vs SRH,PK,MuruganAshwin,4,0,22,0,5.5,7,0,0,1,0
T204912,PK Vs SRH,PK,DeepakHooda,4,0,22,0,5.5,12,1,1,0,0
T207273,MI Vs DC,DC,MarcusStoinis,3,0,20,1,6.66,6,2,0,0,0
T207273,MI Vs DC,DC,RavichandranAshwin,4,0,31,0,7.75,12,2,2,0,0
T207273,MI Vs DC,DC,KagisoRabada,3,0,25,1,8.33,7,2,1,0,0
T207273,MI Vs DC,DC,AmitMishra,4,0,24,4,6,11,3,0,0,0
T207273,MI Vs DC,DC,AveshKhan,2,0,15,2,7.5,5,1,1,0,0
T207273,MI Vs DC,DC,LalitYadav,4,0,17,1,4.25,7,0,0,0,0
T207273,MI Vs DC,MI,TrentBoult,4,0,23,0,5.75,13,4,0,0,0
T207273,MI Vs DC,MI,JayantYadav,4,0,25,1,6.25,10,3,0,0,0
T207273,MI Vs DC,MI,JaspritBumrah,4,0,32,1,8,7,2,0,2,2
T207273,MI Vs DC,MI,KrunalPandya,2,0,17,0,8.5,2,2,0,0,0
T207273,MI Vs DC,MI,RahulChahar,4,0,29,1,7.25,9,2,1,1,0
T207273,MI Vs DC,MI,KieronPollard,1.1,0,9,1,7.71,3,1,0,0,1
T209089,CSK Vs RR,RR,JaydevUnadkat,4,0,40,0,10,7,6,1,0,0
T209089,CSK Vs RR,RR,ChetanSakariya,4,0,36,3,9,9,1,2,3,0
T209089,CSK Vs RR,RR,MustafizurRahman,4,0,37,1,9.25,9,1,2,2,1
T209089,CSK Vs RR,RR,ChrisMorris,4,0,33,2,8.25,11,4,1,2,0
T209089,CSK Vs RR,RR,RahulTewatia,3,0,21,1,7,8,0,2,0,0
T209089,CSK Vs RR,RR,RiyanParag,1,0,16,0,16,2,0,2,1,0
T209089,CSK Vs RR,CSK,DeepakChahar,3,0,32,0,10.66,7,4,1,1,0
T209089,CSK Vs RR,CSK,SamCurran,4,0,24,2,6,14,1,2,0,0
T209089,CSK Vs RR,CSK,ShardulThakur,3,0,20,1,6.66,9,3,0,2,0
T209089,CSK Vs RR,CSK,RavindraJadeja,4,0,28,2,7,9,2,1,0,1
T209089,CSK Vs RR,CSK,DwayneBravo,3,0,28,1,9.33,8,0,2,5,0
T209089,CSK Vs RR,CSK,MoeenAli,3,0,7,3,2.33,11,0,0,0,0
T209593,PK Vs DC,DC,ChrisWoakes,4,0,42,1,10.5,9,5,2,0,1
T209593,PK Vs DC,DC,LukmanMeriwala,3,0,32,1,10.66,6,4,1,0,1
T209593,PK Vs DC,DC,RavichandranAshwin,4,0,28,0,7,7,2,1,0,0
T209593,PK Vs DC,DC,KagisoRabada,4,0,43,1,10.75,8,2,4,0,0
T209593,PK Vs DC,DC,LalitYadav,1,0,11,0,11,1,2,0,0,0
T209593,PK Vs DC,DC,AveshKhan,4,0,33,1,8.25,9,2,2,0,0
T209593,PK Vs DC,PK,ArshdeepSingh,3,0,22,1,7.33,3,1,0,0,0
T209593,PK Vs DC,PK,MohammedShami,4,0,53,0,13.25,8,6,3,0,2
T209593,PK Vs DC,PK,JalajSaxena,3,0,27,0,9,5,4,0,0,0
T209593,PK Vs DC,PK,JhyeRichardson,4,0,41,2,10.25,8,2,3,1,0
T209593,PK Vs DC,PK,DeepakHooda,2,0,18,0,9,1,2,0,0,0
T209593,PK Vs DC,PK,RileyMeredith,2.2,0,35,1,15,4,6,0,1,1
T202791,RCB Vs KKR,KKR,HarbhajanSingh,4,0,38,0,9.5,10,4,2,1,1
T202791,RCB Vs KKR,KKR,VarunChakravarthy,4,0,39,2,9.75,6,3,2,0,1
T202791,RCB Vs KKR,KKR,ShakibAlHasan,2,0,24,0,12,2,3,1,0,0
T202791,RCB Vs KKR,KKR,PatCummins,4,0,34,1,8.5,6,3,0,2,0
T202791,RCB Vs KKR,KKR,PrasidhKrishna,4,0,31,1,7.75,10,4,0,0,1
T202791,RCB Vs KKR,KKR,AndreRussell,2,0,38,0,19,3,5,2,2,0
T202791,RCB Vs KKR,RCB,KyleJamieson,3,0,41,3,13.66,7,3,4,1,0
T202791,RCB Vs KKR,RCB,YuzvendraChahal,4,0,34,2,8.5,10,5,1,0,0
T202791,RCB Vs KKR,RCB,WashingtonSundar,4,0,33,1,8.25,7,3,1,1,0
T202791,RCB Vs KKR,RCB,GlennMaxwell,2,0,24,0,12,3,0,3,0,0
T202791,RCB Vs KKR,RCB,HarshalPatel,4,0,17,2,4.25,7,0,0,0,0
T201372,MI Vs SRH,SRH,BhuvneshwarKumar,4,0,45,0,11.25,6,3,3,0,0
T201372,MI Vs SRH,SRH,KhaleelAhmed,4,0,24,1,6,12,3,0,1,1
T201372,MI Vs SRH,SRH,MujeebUrRahman,4,0,29,2,7.25,10,1,2,2,0
T201372,MI Vs SRH,SRH,AbhishekSharma,1,0,5,0,5,2,0,0,0,0
T201372,MI Vs SRH,SRH,VijayShankar,3,0,19,2,6.33,8,1,1,0,0
T201372,MI Vs SRH,SRH,RashidKhan,4,0,22,0,5.5,11,2,0,1,0
T201372,MI Vs SRH,MI,TrentBoult,3.4,0,28,3,7.63,12,4,1,0,0
T201372,MI Vs SRH,MI,JaspritBumrah,4,0,14,1,3.5,12,0,0,0,0
T201372,MI Vs SRH,MI,AdamMilne,3,0,33,0,11,4,1,3,1,0
T201372,MI Vs SRH,MI,KrunalPandya,3,0,30,1,10,8,1,3,0,0
T201372,MI Vs SRH,MI,RahulChahar,4,0,19,3,4.75,13,0,1,1,0
T201372,MI Vs SRH,MI,KieronPollard,2,0,10,0,5,5,1,0,0,0
T205292,PK Vs CSK,CSK,DeepakChahar,4,1,13,4,3.25,18,2,0,1,0
T205292,PK Vs CSK,CSK,SamCurran,3,0,12,1,4,12,1,0,1,0
T205292,PK Vs CSK,CSK,ShardulThakur,4,0,35,0,8.75,8,5,0,1,0
T205292,PK Vs CSK,CSK,RavindraJadeja,4,0,19,0,4.75,14,1,1,1,0
T205292,PK Vs CSK,CSK,MoeenAli,3,0,17,1,5.66,6,0,1,0,0
T205292,PK Vs CSK,CSK,DwayneBravo,2,0,10,1,5,6,1,0,0,0
T205292,PK Vs CSK,PK,MohammedShami,4,0,21,2,5.25,11,2,0,0,0
T205292,PK Vs CSK,PK,JhyeRichardson,3,0,21,0,7,11,2,1,0,0
T205292,PK Vs CSK,PK,ArshdeepSingh,2,0,7,1,3.5,8,1,0,0,0
T205292,PK Vs CSK,PK,RileyMeredith,3.4,0,21,0,5.72,14,4,0,1,0
T205292,PK Vs CSK,PK,MuruganAshwin,3,0,32,1,10.66,5,3,1,1,0
T203570,DC Vs RR,RR,ChetanSakariya,4,0,33,0,8.25,5,4,0,0,0
T203570,DC Vs RR,RR,JaydevUnadkat,4,0,15,3,3.75,15,2,0,0,0
T203570,DC Vs RR,RR,ChrisMorris,3,0,27,1,9,7,4,0,1,0
T203570,DC Vs RR,RR,MustafizurRahman,4,0,29,2,7.25,11,4,0,2,0
T203570,DC Vs RR,RR,RiyanParag,2,0,16,0,8,3,2,0,1,0
T203570,DC Vs RR,RR,RahulTewatia,3,0,27,0,9,6,4,0,0,0
T203570,DC Vs RR,DC,ChrisWoakes,4,0,22,2,5.5,13,2,1,0,0
T203570,DC Vs RR,DC,AveshKhan,4,0,32,3,8,11,3,2,0,0
T203570,DC Vs RR,DC,KagisoRabada,4,0,30,2,7.5,12,2,2,0,0
T203570,DC Vs RR,DC,RavichandranAshwin,3,0,14,0,4.66,5,0,0,0,0
T203570,DC Vs RR,DC,TomCurran,3.4,0,35,0,9.54,6,2,2,1,0
T203570,DC Vs RR,DC,MarcusStoinis,1,0,15,0,15,0,3,0,0,0
T202204,RCB Vs SRH,SRH,BhuvneshwarKumar,4,0,30,1,7.5,10,5,0,1,0
T202204,RCB Vs SRH,SRH,JasonHolder,4,0,30,3,7.5,13,2,1,4,0
T202204,RCB Vs SRH,SRH,ShahbazNadeem,4,0,36,1,9,9,2,3,0,0
T202204,RCB Vs SRH,SRH,TNatarajan,4,0,32,1,8,7,4,0,1,0
T202204,RCB Vs SRH,SRH,RashidKhan,4,0,18,2,4.5,10,1,0,1,0
T202204,RCB Vs SRH,RCB,MohammedSiraj,4,1,25,2,6.25,14,2,1,1,0
T202204,RCB Vs SRH,RCB,KyleJamieson,3,0,30,1,10,9,3,2,1,0
T202204,RCB Vs SRH,RCB,WashingtonSundar,2,0,14,0,7,7,1,1,1,0
T202204,RCB Vs SRH,RCB,YuzvendraChahal,4,0,29,0,7.25,9,3,0,1,0
T202204,RCB Vs SRH,RCB,HarshalPatel,4,0,25,2,6.25,10,2,0,0,2
T202204,RCB Vs SRH,RCB,DanChristian,1,0,7,0,7,1,0,0,0,0
T202204,RCB Vs SRH,RCB,ShahbazAhmed,2,0,7,3,3.5,6,0,0,0,0
T209194,MI Vs KKR,KKR,HarbhajanSingh,2,0,17,0,8.5,6,3,0,1,0
T209194,MI Vs KKR,KKR,VarunChakravarthy,4,0,27,1,6.75,9,3,0,1,0
T209194,MI Vs KKR,KKR,ShakibAlHasan,4,0,23,1,5.75,4,1,0,0,0
T209194,MI Vs KKR,KKR,PatCummins,4,0,24,2,6,12,2,1,0,0
T209194,MI Vs KKR,KKR,PrasidhKrishna,4,0,42,1,10.5,8,5,2,0,0
T209194,MI Vs KKR,KKR,AndreRussell,2,0,15,5,7.5,6,2,0,1,0
T209194,MI Vs KKR,MI,TrentBoult,4,0,27,2,6.75,12,3,1,0,0
T209194,MI Vs KKR,MI,MarcoJansen,2,0,17,0,8.5,5,3,0,0,0
T209194,MI Vs KKR,MI,JaspritBumrah,4,0,28,0,7,9,4,0,0,1
T209194,MI Vs KKR,MI,KrunalPandya,4,0,13,1,3.25,13,0,0,1,0
T209194,MI Vs KKR,MI,KieronPollard,1,0,12,0,12,2,1,1,0,0
T209194,MI Vs KKR,MI,RahulChahar,4,0,27,4,6.75,11,2,1,0,0
T209194,MI Vs KKR,MI,RohitSharma,1,0,9,0,9,0,1,0,0,0
T207896,PK Vs RR,RR,ChetanSakariya,4,0,31,3,7.75,13,6,0,0,1
T207896,PK Vs RR,RR,MustafizurRahman,4,0,45,0,11.25,4,4,1,3,1
