match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T201819,DC Vs CSK,CSK,ShardulThakur,3,0,36,0,12,5,1,3,2,0
T201819,DC Vs CSK,CSK,RavindraJadeja,3,0,23,1,7.66,4,3,0,0,0
T201819,DC Vs CSK,CSK,MoeenAli,4,0,27,1,6.75,5,0,1,1,0
T201819,DC Vs CSK,CSK,DwayneBravo,3,0,31,1,10.33,4,3,1,2,0
T201819,DC Vs CSK,DC,AnrichNortje,4,0,31,1,7.75,7,4,0,0,0
T201819,DC Vs CSK,DC,AveshKhan,4,0,47,1,11.75,8,5,3,1,0
T201819,DC Vs CSK,DC,KagisoRabada,3,0,23,0,7.66,5,1,1,0,0
T201819,DC Vs CSK,DC,AxarPatel,3,0,23,0,7.66,7,2,1,0,0
T201819,DC Vs CSK,DC,TomCurran,3.4,0,29,3,7.9,6,3,0,2,0
T201819,DC Vs CSK,DC,RavichandranAshwin,2,0,19,0,9.5,0,2,0,0,0
T205942,DC Vs RCB,RCB,GlennMaxwell,3,0,29,0,9.66,3,2,1,2,0
T205942,DC Vs RCB,RCB,MohammedSiraj,4,0,25,2,6.25,11,4,0,0,0
T205942,DC Vs RCB,RCB,GeorgeGarton,3,0,20,0,6.66,6,2,0,0,1
T205942,DC Vs RCB,RCB,YuzvendraChahal,4,0,34,1,8.5,5,1,2,0,0
T205942,DC Vs RCB,RCB,HarshalPatel,4,0,34,1,8.5,8,1,2,3,0
T205942,DC Vs RCB,RCB,DanChristian,2,0,19,1,9.5,5,2,1,0,0
T205942,DC Vs RCB,DC,AnrichNortje,4,0,24,2,6,9,2,0,1,0
T205942,DC Vs RCB,DC,AveshKhan,4,0,31,0,7.75,11,2,1,2,0
T205942,DC Vs RCB,DC,AxarPatel,4,0,39,1,9.75,8,4,2,0,0
T205942,DC Vs RCB,DC,KagisoRabada,4,0,37,0,9.25,4,3,1,0,0
T205942,DC Vs RCB,DC,RavichandranAshwin,1,0,11,0,11,1,0,1,0,0
T205942,DC Vs RCB,DC,RipalPatel,3,0,22,0,7.33,5,2,0,2,0
T201979,MI Vs SRH,SRH,MohammadNabi,3,0,33,0,11,3,4,1,0,0
T201979,MI Vs SRH,SRH,SiddarthKaul,4,0,56,0,14,5,10,1,0,0
T201979,MI Vs SRH,SRH,JasonHolder,4,0,52,4,13,9,6,2,3,0
T201979,MI Vs SRH,SRH,UmranMalik,4,0,48,1,12,7,8,1,1,0
T201979,MI Vs SRH,SRH,RashidKhan,4,0,40,2,10,5,2,3,0,0
T201979,MI Vs SRH,SRH,AbhishekSharma,1,0,4,2,4,4,0,0,1,0
T201979,MI Vs SRH,MI,TrentBoult,4,0,30,1,7.5,8,4,0,0,0
T201979,MI Vs SRH,MI,JaspritBumrah,4,0,39,2,9.75,8,4,0,3,0
T201979,MI Vs SRH,MI,PiyushChawla,4,0,38,1,9.5,3,3,1,0,0
T201979,MI Vs SRH,MI,NathanCoulter-Nile,4,0,40,2,10,7,6,1,0,0
T201979,MI Vs SRH,MI,JamesNeesham,3,0,28,2,9.33,5,3,1,0,0
T201979,MI Vs SRH,MI,KrunalPandya,1,0,16,0,16,1,1,1,0,1
T204179,KKR Vs RR,RR,JaydevUnadkat,4,0,35,0,8.75,8,2,2,1,0
T204179,KKR Vs RR,RR,ChrisMorris,4,0,28,1,7,12,2,1,3,0
T204179,KKR Vs RR,RR,ChetanSakariya,4,0,23,1,5.75,12,2,1,0,0
T204179,KKR Vs RR,RR,MustafizurRahman,4,0,31,0,7.75,8,2,1,1,0
T204179,KKR Vs RR,RR,ShivamDube,2,0,18,0,9,1,2,0,0,0
T204179,KKR Vs RR,RR,RahulTewatia,1,0,11,1,11,1,0,1,1,0
T204179,KKR Vs RR,RR,GlennPhillips,1,0,17,1,17,1,2,1,1,0
T204179,KKR Vs RR,KKR,ShakibAlHasan,1,0,1,1,1,5,0,0,0,0
T204179,KKR Vs RR,KKR,ShivamMavi,3.1,0,21,4,6.63,10,3,0,0,0
T204179,KKR Vs RR,KKR,SunilNarine,4,0,30,0,7.5,12,1,3,0,0
T204179,KKR Vs RR,KKR,LockieFerguson,4,0,18,3,4.5,17,3,0,0,0
T204179,KKR Vs RR,KKR,VarunChakravarthy,4,0,14,1,3.5,16,0,1,0,0
T201866,CSK Vs PK,PK,MohammedShami,4,0,22,1,5.5,14,2,1,1,0
T201866,CSK Vs PK,PK,HarpreetBrar,4,0,22,0,5.5,12,2,0,2,0
T201866,CSK Vs PK,PK,ArshdeepSingh,4,0,35,2,8.75,6,3,1,1,0
T201866,CSK Vs PK,PK,ChrisJordan,3,0,20,2,6.66,6,2,0,1,0
T201866,CSK Vs PK,PK,RaviBishnoi,4,0,25,1,6.25,10,3,0,1,0
T201866,CSK Vs PK,PK,MoisesHenriques,1,0,9,0,9,1,1,0,1,0
T201866,CSK Vs PK,CSK,DeepakChahar,4,0,48,1,12,5,3,3,3,0
T201866,CSK Vs PK,CSK,JoshHazlewood,3,0,22,0,7.33,10,3,1,0,0
T201866,CSK Vs PK,CSK,ShardulThakur,3,0,28,3,9.33,10,3,2,0,0
T201866,CSK Vs PK,CSK,RavindraJadeja,1,0,9,0,9,2,0,1,0,0
T201866,CSK Vs PK,CSK,DwayneBravo,2,0,32,0,16,0,0,3,2,0
T209992,SRH Vs RCB,RCB,MohammedSiraj,3,0,17,0,5.66,11,3,0,1,0
T209992,SRH Vs RCB,RCB,GeorgeGarton,2,0,29,1,14.5,3,4,1,2,0
T209992,SRH Vs RCB,RCB,ShahbazAhmed,4,0,21,0,5.25,7,1,0,0,0
T209992,SRH Vs RCB,RCB,HarshalPatel,4,0,33,3,8.25,8,4,0,0,1
T209992,SRH Vs RCB,RCB,YuzvendraChahal,4,0,27,1,6.75,9,1,1,0,0
T209992,SRH Vs RCB,RCB,DanChristian,3,0,14,2,4.66,8,1,0,0,0
T209992,SRH Vs RCB,SRH,BhuvneshwarKumar,4,0,25,1,6.25,11,2,1,0,0
T209992,SRH Vs RCB,SRH,JasonHolder,4,0,27,1,6.75,11,3,0,2,0
T209992,SRH Vs RCB,SRH,SiddarthKaul,4,1,24,1,6,12,2,1,0,0
T209992,SRH Vs RCB,SRH,UmranMalik,4,0,21,1,5.25,11,2,0,0,0
T209992,SRH Vs RCB,SRH,RashidKhan,4,0,39,1,9.75,7,3,2,0,0
T205599,RR Vs MI,MI,TrentBoult,4,0,24,0,6,10,1,1,2,0
T205599,RR Vs MI,MI,JayantYadav,2,0,17,0,8.5,6,2,1,0,0
T205599,RR Vs MI,MI,JaspritBumrah,4,0,14,2,3.5,18,2,0,0,1
T205599,RR Vs MI,MI,NathanCoulter-Nile,4,0,14,4,3.5,16,2,0,0,0
T205599,RR Vs MI,MI,JamesNeesham,4,0,12,3,3,13,0,0,0,0
T205599,RR Vs MI,MI,KieronPollard,2,0,9,0,4.5,3,0,0,0,0
T205599,RR Vs MI,RR,MustafizurRahman,2.2,0,32,1,13.71,6,3,2,1,0
T205599,RR Vs MI,RR,ChetanSakariya,3,1,36,1,12,9,3,2,0,2
T205599,RR Vs MI,RR,ShreyasGopal,1,0,9,0,9,2,0,1,0,0
T205599,RR Vs MI,RR,KuldipYadav,2,0,16,0,8,5,3,0,0,0
T207682,CSK Vs DC,DC,AnrichNortje,4,0,37,1,9.25,8,2,1,2,0
T207682,CSK Vs DC,DC,AveshKhan,4,0,35,1,8.75,12,5,1,2,0
T207682,CSK Vs DC,DC,AxarPatel,4,0,18,2,4.5,6,0,0,0,0
T207682,CSK Vs DC,DC,KagisoRabada,4,0,21,0,5.25,12,3,0,0,0
T207682,CSK Vs DC,DC,RavichandranAshwin,4,0,20,1,5,8,0,0,2,0
T207682,CSK Vs DC,CSK,DeepakChahar,3,0,34,1,11.33,9,4,2,2,0
T207682,CSK Vs DC,CSK,JoshHazlewood,4,0,27,1,6.75,10,2,1,0,0
T207682,CSK Vs DC,CSK,RavindraJadeja,4,0,28,2,7,10,3,0,1,0
T207682,CSK Vs DC,CSK,MoeenAli,3,0,16,0,5.33,8,0,1,0,0
T207682,CSK Vs DC,CSK,ShardulThakur,4,0,13,2,3.25,12,0,0,0,0
T207682,CSK Vs DC,CSK,DwayneBravo,1.4,0,20,1,12,4,3,0,3,0
T207430,SRH Vs KKR,KKR,TimSouthee,4,0,26,2,6.5,9,3,0,0,0
T207430,SRH Vs KKR,KKR,ShivamMavi,4,0,29,2,7.25,12,5,0,0,1
T207430,SRH Vs KKR,KKR,VarunChakravarthy,4,0,26,2,6.5,13,0,3,0,0
T207430,SRH Vs KKR,KKR,ShakibAlHasan,4,0,20,1,5,10,0,1,0,0
T207430,SRH Vs KKR,KKR,SunilNarine,4,0,12,0,3,12,0,0,0,0
T207430,SRH Vs KKR,SRH,BhuvneshwarKumar,4,0,20,0,5,14,3,0,0,0
T207430,SRH Vs KKR,SRH,JasonHolder,4,0,32,2,8,8,5,0,0,0
T207430,SRH Vs KKR,SRH,UmranMalik,4,0,27,0,6.75,13,4,0,2,0
T207430,SRH Vs KKR,SRH,RashidKhan,4,0,23,1,5.75,13,3,0,0,0
T207430,SRH Vs KKR,SRH,SiddarthKaul,3.4,0,17,1,4.63,11,2,0,0,0
T207754,RCB Vs PK,PK,AidenMarkram,1,0,5,0,5,4,1,0,0,0
T207754,RCB Vs PK,PK,MohammedShami,4,0,39,3,9.75,6,3,2,0,0
T207754,RCB Vs PK,PK,ArshdeepSingh,3,0,42,0,14,6,3,3,4,0
T207754,RCB Vs PK,PK,RaviBishnoi,4,0,35,0,8.75,11,3,2,1,0
T207754,RCB Vs PK,PK,HarpreetBrar,4,0,26,0,6.5,14,0,3,0,0
T207754,RCB Vs PK,PK,MoisesHenriques,4,0,12,3,3,13,0,0,0,0
T207754,RCB Vs PK,RCB,MohammedSiraj,4,0,33,0,8.25,9,4,1,1,0
T207754,RCB Vs PK,RCB,GeorgeGarton,4,0,27,1,6.75,10,1,1,2,1
T207754,RCB Vs PK,RCB,ShahbazAhmed,3,0,29,1,9.66,4,1,2,0,0
T207754,RCB Vs PK,RCB,HarshalPatel,4,0,27,0,6.75,10,0,2,0,0
T207754,RCB Vs PK,RCB,YuzvendraChahal,4,0,29,3,7.25,9,2,1,2,0
T207754,RCB Vs PK,RCB,DanChristian,1,0,11,0,11,1,2,0,0,0
T205672,CSK Vs RR,RR,AkashSingh,4,0,39,0,9.75,7,5,1,0,0
T205672,CSK Vs RR,RR,ChetanSakariya,4,0,31,1,7.75,10,4,0,2,0
T205672,CSK Vs RR,RR,MustafizurRahman,4,0,51,0,12.75,4,3,4,1,0
T205672,CSK Vs RR,RR,RahulTewatia,4,0,39,3,9.75,5,2,2,2,0
T205672,CSK Vs RR,RR,MayankMarkande,3,0,26,0,8.66,4,2,1,0,0
T205672,CSK Vs RR,RR,GlennPhillips,1,0,3,0,3,3,0,0,0,0
T205672,CSK Vs RR,CSK,SamCurran,4,0,55,0,13.75,4,5,3,2,1
T205672,CSK Vs RR,CSK,JoshHazlewood,4,0,54,0,13.5,8,7,3,0,0
T205672,CSK Vs RR,CSK,ShardulThakur,4,0,30,2,7.5,11,3,1,2,0
T205672,CSK Vs RR,CSK,KMAsif,2.1,0,18,1,8.3,2,1,0,0,1
T205672,CSK Vs RR,CSK,MoeenAli,2.2,0,23,0,9.85,4,1,2,0,0
T205672,CSK Vs RR,CSK,RavindraJadeja,1,0,9,0,9,3,0,1,0,0
T209349,MI Vs DC,DC,AnrichNortje,4,1,19,1,4.75,15,3,0,0,0
T209349,MI Vs DC,DC,AveshKhan,4,0,15,3,3.75,16,2,0,1,0
T209349,MI Vs DC,DC,RavichandranAshwin,4,0,41,1,10.25,6,2,3,2,0
T209349,MI Vs DC,DC,KagisoRabada,4,0,33,0,8.25,9,1,2,1,1
T209349,MI Vs DC,DC,AxarPatel,4,0,21,3,5.25,8,1,0,1,0
T209349,MI Vs DC,MI,TrentBoult,4,0,24,1,6,7,1,0,1,0
T209349,MI Vs DC,MI,JayantYadav,4,0,31,1,7.75,9,2,1,1,0
T209349,MI Vs DC,MI,KrunalPandya,2.1,0,18,1,8.3,5,0,2,0,0
T209349,MI Vs DC,MI,JaspritBumrah,4,0,29,1,7.25,10,3,1,0,0
T209349,MI Vs DC,MI,NathanCoulter-Nile,4,0,19,1,4.75,12,2,0,0,0
T209349,MI Vs DC,MI,KieronPollard,1,0,9,0,9,2,1,0,2,0
T201051,KKR Vs PK,PK,FabianAllen,4,0,38,0,9.5,5,3,2,0,0
T201051,KKR Vs PK,PK,MohammedShami,4,0,23,1,5.75,10,2,0,1,0
T201051,KKR Vs PK,PK,ArshdeepSingh,4,0,32,3,8,10,2,1,2,0
T201051,KKR Vs PK,PK,NathanEllis,4,0,46,0,11.5,4,6,1,1,0
T201051,KKR Vs PK,PK,RaviBishnoi,4,0,22,2,5.5,9,2,0,0,0
T201051,KKR Vs PK,KKR,TimSouthee,4,0,40,0,10,5,3,2,1,0
T201051,KKR Vs PK,KKR,ShivamMavi,4,0,31,1,7.75,12,4,1,0,0
T201051,KKR Vs PK,KKR,VarunChakravarthy,4,0,24,2,6,8,1,1,0,0
T201051,KKR Vs PK,KKR,SunilNarine,4,0,34,1,8.5,5,0,2,2,0
T201051,KKR Vs PK,KKR,VenkateshIyer,2.3,0,30,1,12,2,0,3,0,1
T201051,KKR Vs PK,KKR,NitishRana,1,0,7,0,7,1,0,0,0,0
T203061,SRH Vs CSK,CSK,DeepakChahar,4,0,32,0,8,9,2,2,0,0
T203061,SRH Vs CSK,CSK,JoshHazlewood,4,0,24,3,6,13,1,2,0,0
T203061,SRH Vs CSK,CSK,ShardulThakur,4,0,37,1,9.25,7,4,0,1,1
T203061,SRH Vs CSK,CSK,DwayneBravo,4,0,17,2,4.25,10,0,0,3,0
T203061,SRH Vs CSK,CSK,RavindraJadeja,3,0,14,1,4.66,5,0,0,0,0
T203061,SRH Vs CSK,CSK,MoeenAli,1,0,5,0,5,2,0,0,0,0
T203061,SRH Vs CSK,SRH,SandeepSharma,3,0,18,0,6,7,1,0,0,0
T203061,SRH Vs CSK,SRH,BhuvneshwarKumar,4,0,34,0,8.5,12,1,3,2,0
T203061,SRH Vs CSK,SRH,JasonHolder,4,0,27,3,6.75,9,3,0,0,0
T203061,SRH Vs CSK,SRH,RashidKhan,4,0,27,1,6.75,12,3,1,1,0
T203061,SRH Vs CSK,SRH,SiddarthKaul,2.4,0,24,0,9,8,2,2,0,0
T203061,SRH Vs CSK,SRH,AbhishekSharma,2,0,9,0,4.5,6,1,0,0,0
T204742,RR Vs RCB,RCB,GeorgeGarton,3,0,30,1,10,9,1,3,1,0
T204742,RR Vs RCB,RCB,MohammedSiraj,3,0,18,0,6,7,2,0,1,0
T204742,RR Vs RCB,RCB,GlennMaxwell,2,0,17,0,8.5,4,1,1,0,0
T204742,RR Vs RCB,RCB,HarshalPatel,4,0,34,3,8.5,10,4,1,1,0
T204742,RR Vs RCB,RCB,DanChristian,2,0,21,1,10.5,3,2,1,0,0
T204742,RR Vs RCB,RCB,YuzvendraChahal,4,0,18,2,4.5,11,0,1,0,0
T204742,RR Vs RCB,RCB,ShahbazAhmed,2,0,10,2,5,2,0,0,0,0
T204742,RR Vs RCB,RR,ChrisMorris,4,0,50,0,12.5,5,6,2,0,0
T204742,RR Vs RCB,RR,KartikTyagi,2,0,23,0,11.5,3,3,0,2,0
T204742,RR Vs RCB,RR,ChetanSakariya,3,0,18,0,6,8,2,0,1,0
T204742,RR Vs RCB,RR,MustafizurRahman,3,0,20,2,6.66,8,2,0,0,0
T204742,RR Vs RCB,RR,RahulTewatia,3,0,23,0,7.66,4,3,0,0,0
T204742,RR Vs RCB,RR,MahipalLomror,2,0,13,0,6.5,3,1,0,1,0
T204742,RR Vs RCB,RR,RiyanParag,0.1,0,4,0,24,0,1,0,0,0
T208262,PK Vs MI,MI,KrunalPandya,4,0,24,1,6,6,1,0,0,1
T208262,PK Vs MI,MI,TrentBoult,3,0,30,0,10,7,4,1,1,0
T208262,PK Vs MI,MI,JaspritBumrah,4,0,24,2,6,11,2,0,0,0
T208262,PK Vs MI,MI,NathanCoulter-Nile,4,0,19,0,4.75,10,1,0,0,0
T208262,PK Vs MI,MI,KieronPollard,1,0,8,2,8,2,1,0,1,0
T208262,PK Vs MI,MI,RahulChahar,4,0,27,1,6.75,6,2,0,0,0
T208262,PK Vs MI,PK,AidenMarkram,3,0,18,0,6,5,1,0,1,0
T208262,PK Vs MI,PK,MohammedShami,4,0,42,1,10.5,9,5,2,0,0
T208262,PK Vs MI,PK,ArshdeepSingh,4,0,29,0,7.25,9,2,1,1,0
T208262,PK Vs MI,PK,RaviBishnoi,4,0,25,2,6.25,11,2,1,0,0
T208262,PK Vs MI,PK,NathanEllis,3,0,12,1,4,10,1,0,0,0
T208262,PK Vs MI,PK,HarpreetBrar,1,0,11,0,11,1,0,1,0,0
T206700,DC Vs KKR,KKR,SandeepWarrier,2,0,15,0,7.5,6,3,0,0,0
T206700,DC Vs KKR,KKR,TimSouthee,4,0,29,1,7.25,9,4,0,1,0
T206700,DC Vs KKR,KKR,LockieFerguson,2,0,10,2,5,6,1,0,0,0
T206700,DC Vs KKR,KKR,VarunChakravarthy,4,0,24,0,6,8,2,0,1,0
T206700,DC Vs KKR,KKR,SunilNarine,4,0,18,2,4.5,10,1,0,0,0
T206700,DC Vs KKR,KKR,VenkateshIyer,4,0,29,2,7.25,8,3,0,2,0
T206700,DC Vs KKR,DC,AnrichNortje,2.2,0,15,1,6.42,9,3,0,1,0
T206700,DC Vs KKR,DC,AxarPatel,3,0,13,0,4.33,10,0,1,0,0
T206700,DC Vs KKR,DC,RavichandranAshwin,4,0,24,1,6,10,1,1,1,0
T206700,DC Vs KKR,DC,LalitYadav,3,0,35,1,11.66,5,1,3,0,0
T206700,DC Vs KKR,DC,AveshKhan,3,0,13,3,4.33,9,1,0,0,0
T206700,DC Vs KKR,DC,KagisoRabada,3,1,28,1,9.33,10,2,2,0,1
T206862,RR Vs SRH,SRH,SandeepSharma,3,0,30,1,10,5,4,1,0,0
T206862,RR Vs SRH,SRH,BhuvneshwarKumar,4,1,28,1,7,8,3,0,1,0
T206862,RR Vs SRH,SRH,JasonHolder,4,0,27,0,6.75,7,1,1,1,0
T206862,RR Vs SRH,SRH,SiddarthKaul,4,0,36,2,9,10,3,2,0,0
T206862,RR Vs SRH,SRH,RashidKhan,4,0,31,1,7.75,7,2,1,1,0
T206862,RR Vs SRH,SRH,AbhishekSharma,1,0,8,0,8,1,1,0,0,0
T206862,RR Vs SRH,RR,JaydevUnadkat,2,0,20,0,10,4,2,1,1,0
T206862,RR Vs SRH,RR,ChrisMorris,3,0,27,0,9,6,4,0,0,0
T206862,RR Vs SRH,RR,MustafizurRahman,3.3,0,26,1,7.42,11,5,0,1,0
T206862,RR Vs SRH,RR,MahipalLomror,3,0,22,1,7.33,6,1,1,0,0
T206862,RR Vs SRH,RR,RahulTewatia,3,0,32,0,10.66,3,3,1,2,0
T206862,RR Vs SRH,RR,ChetanSakariya,4,0,32,1,8,7,1,1,4,0
T203043,RCB Vs MI,MI,TrentBoult,4,0,17,1,4.25,16,1,1,1,0
T203043,RCB Vs MI,MI,JaspritBumrah,4,0,36,3,9,12,4,2,2,0
T203043,RCB Vs MI,MI,AdamMilne,4,0,48,1,12,7,6,2,0,1
T203043,RCB Vs MI,MI,KrunalPandya,4,0,27,0,6.75,8,0,1,3,0
T203043,RCB Vs MI,MI,RahulChahar,4,0,33,1,8.25,11,1,3,0,0
T203043,RCB Vs MI,RCB,KyleJamieson,2,0,22,0,11,3,3,0,0,1
T203043,RCB Vs MI,RCB,MohammedSiraj,3,0,15,1,5,12,3,0,0,0
T203043,RCB Vs MI,RCB,DanChristian,2,0,21,0,10.5,2,3,0,0,0
T203043,RCB Vs MI,RCB,HarshalPatel,3.1,0,17,4,5.36,10,1,0,3,0
T203043,RCB Vs MI,RCB,YuzvendraChahal,4,1,11,3,2.75,16,1,0,0,0
T203043,RCB Vs MI,RCB,GlennMaxwell,4,0,23,2,5.75,8,0,1,1,0
T202406,KKR Vs CSK,CSK,DeepakChahar,4,0,32,0,8,8,5,0,1,0
T202406,KKR Vs CSK,CSK,SamCurran,4,0,56,0,14,5,6,3,2,1
T202406,KKR Vs CSK,CSK,JoshHazlewood,4,0,40,2,10,8,5,1,2,0
T202406,KKR Vs CSK,CSK,ShardulThakur,4,1,20,2,5,10,1,0,0,0
T202406,KKR Vs CSK,CSK,RavindraJadeja,4,0,21,1,5.25,5,0,0,0,0
T202406,KKR Vs CSK,KKR,PrasidhKrishna,4,0,41,1,10.25,9,5,2,0,0
T202406,KKR Vs CSK,KKR,LockieFerguson,4,0,33,1,8.25,10,3,1,1,1
T202406,KKR Vs CSK,KKR,VarunChakravarthy,4,0,22,1,5.5,9,2,0,0,0
T202406,KKR Vs CSK,KKR,SunilNarine,4,0,41,3,10.25,7,3,2,0,0
T202406,KKR Vs CSK,KKR,AndreRussell,3,0,28,1,9.33,3,2,1,1,0
T203188,PK Vs SRH,SRH,SandeepSharma,4,0,20,1,5,12,1,1,0,0
T203188,PK Vs SRH,SRH,BhuvneshwarKumar,4,0,34,1,8.5,10,3,1,1,0
T203188,PK Vs SRH,SRH,JasonHolder,4,0,19,3,4.75,9,0,0,1,0
T203188,PK Vs SRH,SRH,KhaleelAhmed,3,0,22,0,7.33,5,2,0,1,0
T203188,PK Vs SRH,SRH,RashidKhan,4,0,17,1,4.25,11,1,0,0,0
T203188,PK Vs SRH,SRH,AbdulSamad,1,0,9,1,9,1,1,0,0,0
T203188,PK Vs SRH,PK,MohammedShami,4,1,14,2,3.5,17,0,1,0,0
T203188,PK Vs SRH,PK,ArshdeepSingh,4,0,22,1,5.5,9,1,0,0,0
T203188,PK Vs SRH,PK,NathanEllis,4,0,32,0,8,10,0,3,1,0
T203188,PK Vs SRH,PK,HarpreetBrar,4,0,25,0,6.25,6,0,0,1,0
T203188,PK Vs SRH,PK,RaviBishnoi,4,0,24,3,6,10,1,1,1,0
T202046,DC Vs RR,RR,MustafizurRahman,4,0,22,2,5.5,6,0,0,0,0
T202046,DC Vs RR,RR,MahipalLomror,1,0,5,0,5,4,1,0,0,0
T202046,DC Vs RR,RR,ChetanSakariya,4,0,33,2,8.25,7,2,1,1,0
T202046,DC Vs RR,RR,KartikTyagi,4,0,40,1,10,9,6,0,5,0
T202046,DC Vs RR,RR,TabraizShamsi,4,0,34,0,8.5,2,1,1,0,0
T202046,DC Vs RR,RR,RahulTewatia,3,0,17,1,5.66,6,0,1,0,0
T202046,DC Vs RR,DC,AveshKhan,4,0,29,1,7.25,6,0,1,1,0
T202046,DC Vs RR,DC,AnrichNortje,4,0,18,2,4.5,12,1,0,0,0
T202046,DC Vs RR,DC,RavichandranAshwin,4,0,20,1,5,14,1,1,1,0
T202046,DC Vs RR,DC,KagisoRabada,4,0,26,1,6.5,13,4,0,2,0
T202046,DC Vs RR,DC,AxarPatel,4,0,27,1,6.75,5,2,0,1,0
T207776,RCB Vs CSK,CSK,DeepakChahar,4,0,35,1,8.75,7,6,0,0,0
T207776,RCB Vs CSK,CSK,JoshHazlewood,4,0,34,0,8.5,7,1,2,1,0
T207776,RCB Vs CSK,CSK,ShardulThakur,4,0,29,2,7.25,9,1,2,0,0
T207776,RCB Vs CSK,CSK,RavindraJadeja,4,0,31,0,7.75,7,2,1,0,0
T207776,RCB Vs CSK,CSK,DwayneBravo,4,0,24,3,6,10,1,1,1,0
T207776,RCB Vs CSK,RCB,MohammedSiraj,3,0,23,0,7.66,5,3,0,0,0
T207776,RCB Vs CSK,RCB,NavdeepSaini,2,0,25,0,12.5,4,2,2,0,0
T207776,RCB Vs CSK,RCB,WaninduHasaranga,4,0,40,0,10,7,2,3,0,0
T207776,RCB Vs CSK,RCB,HarshalPatel,3.1,0,25,2,7.89,7,3,0,1,2
T207776,RCB Vs CSK,RCB,YuzvendraChahal,4,0,26,1,6.5,10,2,1,1,0
T207776,RCB Vs CSK,RCB,GlennMaxwell,2,0,17,1,8.5,3,1,1,0,0
T202680,MI Vs KKR,KKR,NitishRana,1,0,5,0,5,4,1,0,0,0
T202680,MI Vs KKR,KKR,VarunChakravarthy,4,0,22,0,5.5,9,2,0,1,0
T202680,MI Vs KKR,KKR,SunilNarine,4,0,20,1,5,10,2,0,0,0
T202680,MI Vs KKR,KKR,LockieFerguson,4,0,27,2,6.75,9,2,1,0,0
T202680,MI Vs KKR,KKR,PrasidhKrishna,4,0,43,2,10.75,10,1,3,4,2
T202680,MI Vs KKR,KKR,AndreRussell,3,0,37,0,12.33,4,3,2,1,0
T202680,MI Vs KKR,MI,TrentBoult,2,0,23,0,11.5,4,1,2,0,0
T202680,MI Vs KKR,MI,AdamMilne,3,0,29,0,9.66,6,3,1,1,0
T202680,MI Vs KKR,MI,JaspritBumrah,4,0,43,3,10.75,8,5,1,1,0
T202680,MI Vs KKR,MI,KrunalPandya,3,0,25,0,8.33,7,1,2,0,0
T202680,MI Vs KKR,MI,RahulChahar,3,0,34,0,11.33,6,3,2,0,0
T202680,MI Vs KKR,MI,RohitSharma,0.1,0,4,0,24,0,1,0,0,0
T204364,SRH Vs DC,DC,AnrichNortje,4,0,12,2,3,14,0,0,0,0
T204364,SRH Vs DC,DC,AveshKhan,4,0,27,0,6.75,13,2,1,2,1
T204364,SRH Vs DC,DC,AxarPatel,4,0,21,2,5.25,9,2,0,0,0
T204364,SRH Vs DC,DC,KagisoRabada,4,0,37,3,9.25,13,3,3,0,1
T204364,SRH Vs DC,DC,MarcusStoinis,1.1,0,8,0,6.85,1,0,0,0,0
T204364,SRH Vs DC,DC,RavichandranAshwin,2.5,0,22,0,7.76,4,2,0,1,1
T204364,SRH Vs DC,SRH,KhaleelAhmed,4,0,33,1,8.25,9,3,1,2,0
T204364,SRH Vs DC,SRH,BhuvneshwarKumar,3,0,21,0,7,8,2,1,0,0
T204364,SRH Vs DC,SRH,JasonHolder,3.5,0,33,0,8.6,9,4,1,1,0
T204364,SRH Vs DC,SRH,RashidKhan,4,0,26,1,6.5,9,0,2,1,0
T204364,SRH Vs DC,SRH,SandeepSharma,3,0,26,0,8.66,8,4,0,0,0
T207857,RR Vs PK,PK,MohammedShami,4,0,21,3,5.25,13,3,0,0,0
T207857,RR Vs PK,PK,IshanPorel,4,0,39,1,9.75,10,6,1,2,0
T207857,RR Vs PK,PK,DeepakHooda,2,0,37,0,18.5,2,5,2,0,0
T207857,RR Vs PK,PK,ArshdeepSingh,4,0,32,5,8,11,2,1,3,0
T207857,RR Vs PK,PK,AdilRashid,3,0,35,0,11.66,6,1,4,0,0
T207857,RR Vs PK,PK,HarpreetBrar,3,0,17,1,5.66,4,1,0,0,0
T207857,RR Vs PK,RR,MustafizurRahman,4,0,30,0,7.5,7,2,1,0,0
T207857,RR Vs PK,RR,ChetanSakariya,3,0,31,1,10.33,5,2,2,1,0
T207857,RR Vs PK,RR,KartikTyagi,4,0,29,2,7.25,12,5,0,0,1
T207857,RR Vs PK,RR,ChrisMorris,4,0,47,0,11.75,5,2,3,5,0
T207857,RR Vs PK,RR,RahulTewatia,3,0,23,1,7.66,3,2,0,1,0
T207857,RR Vs PK,RR,MahipalLomror,1,0,7,0,7,0,0,0,0,0
T207857,RR Vs PK,RR,RiyanParag,1,0,16,0,16,0,1,1,0,0
T204307,RCB Vs KKR,KKR,VarunChakravarthy,4,0,13,3,3.25,15,0,0,0,0
T204307,RCB Vs KKR,KKR,PrasidhKrishna,4,0,24,1,6,14,3,0,1,2
T204307,RCB Vs KKR,KKR,LockieFerguson,4,0,24,2,6,11,3,0,0,1
T204307,RCB Vs KKR,KKR,SunilNarine,4,0,20,0,5,12,2,0,0,0
